Gene,total_variants,variants_with_any_failure,any_failure_rate,avg_predictors_failed,SIFT_failure_rate,PolyPhen_failure_rate,CADD_failure_rate,REVEL_failure_rate
MORN2,1,1,1.0,2.0,0.0,1.0,1.0,0.0
MOV10L1,4,1,0.25,0.75,0.25,0.25,0.25,0.0
MPDU1,1,1,1.0,3.0,0.0,1.0,1.0,1.0
MPDZ,1,1,1.0,3.0,1.0,1.0,1.0,0.0
MPEG1,1,1,1.0,3.0,1.0,1.0,1.0,0.0
MPG,2,1,0.5,0.5,0.0,0.5,0.0,0.0
MPI,6,0,0.0,0.0,0.0,0.0,0.0,0.0
MPL,6,4,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.5,0.16666666666666666,0.3333333333333333
MPLKIP,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MPO,4,1,0.25,0.75,0.0,0.25,0.25,0.25
MPP4,2,0,0.0,0.0,0.0,0.0,0.0,0.0
MPV17,3,0,0.0,0.0,0.0,0.0,0.0,0.0
MPZ,17,8,0.47058823529411764,1.0588235294117647,0.35294117647058826,0.35294117647058826,0.0,0.35294117647058826
MPZL3,1,1,1.0,2.0,1.0,0.0,1.0,0.0
MRE11,3,1,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
MRGPRX1,2,2,1.0,2.0,1.0,0.5,0.5,0.0
MRGPRX2,1,1,1.0,2.0,1.0,1.0,0.0,0.0
MRGPRX4,5,0,0.0,0.0,0.0,0.0,0.0,0.0
MRM3,2,1,0.5,1.0,0.5,0.0,0.5,0.0
MRO,2,1,0.5,0.5,0.0,0.0,0.5,0.0
MROH2B,6,3,0.5,0.8333333333333334,0.5,0.0,0.3333333333333333,0.0
MROH6,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MROH7,4,3,0.75,1.75,0.75,0.5,0.5,0.0
MRPL18,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL23,1,1,1.0,2.0,0.0,1.0,1.0,0.0
MRPL28,1,1,1.0,2.0,0.0,1.0,1.0,0.0
MRPL35,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL39,2,0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL40,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL48,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL50,1,1,1.0,3.0,1.0,1.0,1.0,0.0
MRPL58,2,0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL9,1,1,1.0,1.0,0.0,0.0,1.0,0.0
MRPS2,4,2,0.5,1.0,0.25,0.25,0.25,0.25
MRPS25,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS27,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS30,1,1,1.0,2.0,0.0,1.0,1.0,0.0
MRPS31,1,1,1.0,3.0,1.0,1.0,1.0,0.0
MRPS34,2,2,1.0,1.5,0.5,0.0,0.5,0.5
MRPS35,1,1,1.0,1.0,1.0,0.0,0.0,0.0
MRPS7,1,1,1.0,3.0,1.0,1.0,1.0,0.0
MRS2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MRTFA,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A12,1,1,1.0,1.0,1.0,0.0,0.0,0.0
MS4A13,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A14,1,1,1.0,1.0,1.0,0.0,0.0,0.0
MS4A4A,2,1,0.5,0.5,0.0,0.5,0.0,0.0
MS4A6A,1,1,1.0,1.0,1.0,0.0,0.0,0.0
MS4A6E,1,1,1.0,1.0,1.0,0.0,0.0,0.0
MSGN1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MSH2,58,24,0.41379310344827586,0.9827586206896551,0.2413793103448276,0.2413793103448276,0.22413793103448276,0.27586206896551724
MSH3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
MSH4,4,1,0.25,1.0,0.25,0.25,0.25,0.25
MSH5,1,1,1.0,3.0,1.0,0.0,1.0,1.0
MSH6,23,11,0.4782608695652174,1.0,0.21739130434782608,0.17391304347826086,0.34782608695652173,0.2608695652173913
MSLN,2,0,0.0,0.0,0.0,0.0,0.0,0.0
MSMO1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
MSN,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MSR1,5,4,0.8,2.6,0.8,0.8,0.6,0.4
MSS51,1,1,1.0,3.0,1.0,1.0,1.0,0.0
MST1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MST1R,6,3,0.5,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666
MSTN,1,1,1.0,3.0,1.0,1.0,1.0,0.0
MSX2,1,1,1.0,1.0,0.0,0.0,1.0,0.0
MT4,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MTA1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MTARC1,4,2,0.5,1.0,0.5,0.25,0.25,0.0
MTCL1,3,2,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0
MTDH,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MTERF1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MTERF2,3,2,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
MTERF4,2,2,1.0,2.0,1.0,0.5,0.5,0.0
MTFMT,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MTG1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MTG2,2,1,0.5,1.0,0.0,0.5,0.5,0.0
MTHFR,24,8,0.3333333333333333,0.625,0.25,0.20833333333333334,0.08333333333333333,0.08333333333333333
MTHFS,4,1,0.25,0.5,0.0,0.25,0.0,0.25
MTIF2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MTIF3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
MTM1,5,0,0.0,0.0,0.0,0.0,0.0,0.0
MTMR2,1,1,1.0,2.0,1.0,0.0,1.0,0.0
MTMR4,2,1,0.5,0.5,0.0,0.0,0.5,0.0
MTMR7,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MTNAP1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
MTNR1A,2,1,0.5,1.0,0.5,0.0,0.5,0.0
MTNR1B,1,1,1.0,1.0,1.0,0.0,0.0,0.0
MTOR,17,5,0.29411764705882354,0.8823529411764706,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.17647058823529413
MTR,3,1,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
MTRF1,3,2,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
MTRF1L,2,0,0.0,0.0,0.0,0.0,0.0,0.0
MTTP,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MTUS1,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
MUC1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MUC17,8,2,0.25,0.25,0.25,0.0,0.0,0.0
MUC21,3,2,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0
MUC4,5,3,0.6,0.6,0.0,0.6,0.0,0.0
MUC6,2,1,0.5,1.0,0.5,0.5,0.0,0.0
MUC7,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MUS81,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MUSK,7,4,0.5714285714285714,1.2857142857142858,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.14285714285714285
MUTYH,19,4,0.21052631578947367,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.0
MVD,1,1,1.0,2.0,1.0,0.0,1.0,0.0
MVK,12,3,0.25,0.5,0.25,0.16666666666666666,0.08333333333333333,0.0
MVP,1,1,1.0,4.0,1.0,1.0,1.0,1.0
MX1,1,1,1.0,1.0,1.0,0.0,0.0,0.0
MXRA5,6,3,0.5,0.6666666666666666,0.5,0.16666666666666666,0.0,0.0
MYBBP1A,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
MYBPC1,3,1,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333
MYBPC2,1,1,1.0,1.0,1.0,0.0,0.0,0.0
MYBPC3,10,8,0.8,1.4,0.5,0.3,0.4,0.2
MYBPH,3,0,0.0,0.0,0.0,0.0,0.0,0.0
MYBPHL,2,2,1.0,2.0,0.5,0.0,1.0,0.5
MYCL,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MYCN,3,0,0.0,0.0,0.0,0.0,0.0,0.0
MYCT1,1,1,1.0,3.0,1.0,1.0,1.0,0.0
MYDGF,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MYH1,3,3,1.0,3.6666666666666665,1.0,0.6666666666666666,1.0,1.0
MYH11,3,3,1.0,1.0,0.0,0.0,1.0,0.0
MYH13,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MYH2,1,1,1.0,4.0,1.0,1.0,1.0,1.0
MYH6,6,4,0.6666666666666666,1.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.3333333333333333
MYH7,55,22,0.4,0.45454545454545453,0.01818181818181818,0.3090909090909091,0.07272727272727272,0.05454545454545454
MYH8,3,2,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
MYH9,5,2,0.4,1.2,0.4,0.4,0.2,0.2
MYL1,1,1,1.0,1.0,0.0,1.0,0.0,0.0
MYL11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MYL2,1,1,1.0,4.0,1.0,1.0,1.0,1.0
MYLIP,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MYLK,6,2,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
MYLK2,2,2,1.0,3.0,1.0,1.0,1.0,0.0
MYLK3,3,2,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0
MYO10,1,1,1.0,1.0,0.0,0.0,0.0,1.0
MYO16,2,0,0.0,0.0,0.0,0.0,0.0,0.0
MYO18B,5,1,0.2,0.2,0.2,0.0,0.0,0.0
MYO1A,3,2,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333
MYO1C,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MYO1E,3,2,0.6666666666666666,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
MYO1G,2,2,1.0,3.5,0.5,1.0,1.0,1.0
MYO3A,2,2,1.0,3.5,1.0,1.0,1.0,0.5
MYO3B,7,3,0.42857142857142855,1.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857
MYO5B,9,2,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0
MYO6,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MYO7A,24,9,0.375,0.625,0.125,0.20833333333333334,0.16666666666666666,0.125
MYO9A,4,2,0.5,1.25,0.25,0.25,0.5,0.25
MYOC,12,5,0.4166666666666667,0.6666666666666666,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.0
MYOF,2,2,1.0,2.0,0.5,0.5,1.0,0.0
MYOM1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
MYOM2,4,1,0.25,0.25,0.25,0.0,0.0,0.0
MYOM3,4,2,0.5,1.25,0.25,0.5,0.5,0.0
MYORG,2,1,0.5,0.5,0.0,0.0,0.5,0.0
MYOZ2,2,1,0.5,1.5,0.0,0.5,0.5,0.5
MYOZ3,1,1,1.0,1.0,0.0,0.0,1.0,0.0
MYPN,7,6,0.8571428571428571,2.142857142857143,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.42857142857142855
MYSM1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
MZF1,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
N4BP2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NAA10,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NAA20,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NAA25,1,1,1.0,1.0,0.0,0.0,1.0,0.0
NAAA,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NAALAD2,1,1,1.0,1.0,0.0,0.0,1.0,0.0
NAALADL1,1,1,1.0,1.0,1.0,0.0,0.0,0.0
NAALADL2,2,1,0.5,1.5,0.5,0.5,0.5,0.0
NACA,5,3,0.6,0.8,0.6,0.0,0.2,0.0
NADSYN1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NAGA,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NAGLU,18,8,0.4444444444444444,0.5555555555555556,0.3888888888888889,0.1111111111111111,0.05555555555555555,0.0
NAGS,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NALCN,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NANOS1,1,1,1.0,1.0,1.0,0.0,0.0,0.0
NANS,2,1,0.5,0.5,0.0,0.5,0.0,0.0
NAP1L3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NAP1L5,2,1,0.5,0.5,0.0,0.0,0.5,0.0
NAPB,2,2,1.0,3.5,1.0,0.5,1.0,1.0
NAPSA,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NARS1,2,1,0.5,1.5,0.5,0.5,0.0,0.5
NAT1,2,1,0.5,1.5,0.5,0.5,0.5,0.0
NAT8,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NAV1,1,1,1.0,1.0,0.0,0.0,1.0,0.0
NAV2,4,3,0.75,1.25,0.25,0.25,0.75,0.0
NAV3,2,2,1.0,2.5,1.0,0.5,0.5,0.5
NAXD,2,1,0.5,0.5,0.0,0.0,0.0,0.5
NAXE,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NBAS,4,2,0.5,1.0,0.0,0.5,0.0,0.5
NBEA,2,2,1.0,3.0,1.0,0.5,0.5,1.0
NBEAL2,5,2,0.4,1.4,0.4,0.2,0.4,0.4
NBN,3,3,1.0,2.0,0.3333333333333333,1.0,0.6666666666666666,0.0
NBPF3,2,1,0.5,1.0,0.5,0.5,0.0,0.0
NBR1,1,1,1.0,2.0,0.0,1.0,1.0,0.0
NCAM2,1,1,1.0,1.0,0.0,0.0,1.0,0.0
NCAPD2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NCAPG2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NCEH1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NCF1,2,2,1.0,2.0,0.5,0.5,0.5,0.5
NCF2,7,2,0.2857142857142857,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285
NCK1,1,1,1.0,1.0,0.0,0.0,1.0,0.0
NCKAP1L,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NCKAP5,6,4,0.6666666666666666,1.0,0.5,0.16666666666666666,0.3333333333333333,0.0
NCL,1,1,1.0,2.0,1.0,0.0,1.0,0.0
NCOA1,2,1,0.5,1.0,0.5,0.0,0.5,0.0
NCOA3,3,2,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
NCOA5,1,1,1.0,1.0,0.0,0.0,1.0,0.0
NCOA7,2,1,0.5,1.5,0.5,0.5,0.5,0.0
NCOR2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NDC80,2,2,1.0,2.0,0.0,1.0,1.0,0.0
NDRG2,2,2,1.0,4.0,1.0,1.0,1.0,1.0
NDST1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA9,2,2,1.0,2.0,1.0,0.5,0.0,0.5
NDUFAF1,4,0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFAF3,3,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0
NDUFAF4,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
NDUFAF5,3,0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFAF6,2,2,1.0,1.0,0.0,1.0,0.0,0.0
NDUFB7,1,1,1.0,3.0,1.0,1.0,1.0,0.0
NDUFB8,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFC2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS8,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFV1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NEB,5,4,0.8,1.2,0.0,0.4,0.8,0.0
NEBL,1,1,1.0,3.0,1.0,1.0,1.0,0.0
NECTIN3,1,1,1.0,3.0,1.0,1.0,1.0,0.0
NEDD4L,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NEFH,2,2,1.0,2.0,1.0,1.0,0.0,0.0
NEFM,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NEIL1,1,1,1.0,2.0,0.0,1.0,1.0,0.0
NEIL2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NEIL3,5,2,0.4,1.0,0.4,0.2,0.4,0.0
NEK1,2,2,1.0,1.5,0.0,0.5,1.0,0.0
NEK11,1,1,1.0,1.0,1.0,0.0,0.0,0.0
NEK4,3,2,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
NEK8,1,1,1.0,2.0,1.0,1.0,0.0,0.0
NEK9,4,2,0.5,0.5,0.5,0.0,0.0,0.0
NELL1,1,1,1.0,2.0,0.0,1.0,1.0,0.0
NELL2,1,1,1.0,4.0,1.0,1.0,1.0,1.0
NEPRO,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NES,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NETO1,1,1,1.0,1.0,0.0,1.0,0.0,0.0
NEU1,9,3,0.3333333333333333,0.7777777777777778,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222
NEU2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NEUROD1,1,1,1.0,1.0,0.0,0.0,1.0,0.0
NEXN,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
NF1,49,27,0.5510204081632653,1.0408163265306123,0.30612244897959184,0.32653061224489793,0.16326530612244897,0.24489795918367346
NF2,5,2,0.4,1.0,0.2,0.4,0.2,0.2
NFATC3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NFATC4,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NFE2L2,3,2,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0
NFKB1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NFKB2,2,1,0.5,0.5,0.0,0.0,0.5,0.0
NFU1,3,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333
NFX1,2,2,1.0,2.5,1.0,0.5,1.0,0.0
NFXL1,1,1,1.0,3.0,1.0,1.0,1.0,0.0
NGF,1,1,1.0,2.0,1.0,0.0,1.0,0.0
NGFR,1,1,1.0,1.0,1.0,0.0,0.0,0.0
NGLY1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NHEJ1,2,2,1.0,1.5,0.5,0.0,1.0,0.0
NHERF1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
NHLRC1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NHSL1,1,1,1.0,3.0,1.0,1.0,1.0,0.0
NHSL3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NIBAN1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NID1,4,3,0.75,1.5,0.5,0.5,0.5,0.0
NID2,3,1,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0
NIF3L1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NIM1K,1,1,1.0,3.0,1.0,1.0,1.0,0.0
NIN,2,1,0.5,0.5,0.5,0.0,0.0,0.0
NINJ1,1,1,1.0,2.0,0.0,1.0,1.0,0.0
NINL,2,2,1.0,1.0,0.5,0.5,0.0,0.0
NIPAL1,2,2,1.0,2.0,0.5,0.5,0.5,0.5
NIPBL,5,4,0.8,0.8,0.6,0.0,0.2,0.0
NIPSNAP3B,1,1,1.0,3.0,0.0,1.0,1.0,1.0
NISCH,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NKAIN4,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NKAP,1,1,1.0,3.0,1.0,1.0,1.0,0.0
NKAPL,4,2,0.5,0.75,0.5,0.0,0.25,0.0
NKTR,6,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
NKX2-1,2,1,0.5,0.5,0.0,0.5,0.0,0.0
NKX2-5,8,6,0.75,1.75,0.375,0.75,0.25,0.375
NKX6-2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NLE1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
NLGN1,2,1,0.5,1.0,0.5,0.0,0.5,0.0
NLN,3,3,1.0,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0
NLRC5,2,1,0.5,0.5,0.5,0.0,0.0,0.0
NLRP1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NLRP12,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NLRP14,5,3,0.6,1.2,0.2,0.6,0.4,0.0
NLRP2,5,1,0.2,0.6,0.2,0.2,0.2,0.0
NLRP4,3,0,0.0,0.0,0.0,0.0,0.0,0.0
NLRP5,6,3,0.5,1.3333333333333333,0.5,0.5,0.16666666666666666,0.16666666666666666
NLRP6,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NLRP7,3,2,0.6666666666666666,2.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
NLRP8,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NLRX1,2,1,0.5,0.5,0.5,0.0,0.0,0.0
NMD3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NMNAT1,4,1,0.25,1.0,0.25,0.25,0.25,0.25
NMRK2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NMUR2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NNT,5,1,0.2,0.2,0.0,0.2,0.0,0.0
NOA1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NOB1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NOBOX,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NOC3L,1,1,1.0,1.0,0.0,0.0,1.0,0.0
NOD1,1,1,1.0,1.0,0.0,0.0,1.0,0.0
NOD2,8,7,0.875,1.5,0.375,0.375,0.25,0.5
NODAL,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NOG,8,0,0.0,0.0,0.0,0.0,0.0,0.0
NOL11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NOL6,2,2,1.0,3.0,1.0,1.0,1.0,0.0
NOL8,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NOLC1,1,1,1.0,1.0,1.0,0.0,0.0,0.0
NOM1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NOMO1,5,2,0.4,0.6,0.4,0.0,0.2,0.0
NOP14,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NOP56,1,1,1.0,1.0,0.0,0.0,1.0,0.0
NOP58,2,2,1.0,2.0,0.5,0.5,1.0,0.0
NOS1,1,1,1.0,1.0,0.0,0.0,1.0,0.0
NOS1AP,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NOS2,1,1,1.0,4.0,1.0,1.0,1.0,1.0
NOS3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NOSTRIN,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NOTCH2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NOTCH3,37,14,0.3783783783783784,0.972972972972973,0.2972972972972973,0.24324324324324326,0.16216216216216217,0.2702702702702703
NOTCH4,5,1,0.2,0.2,0.0,0.0,0.2,0.0
NOX1,1,1,1.0,2.0,0.0,1.0,1.0,0.0
NOX3,1,1,1.0,3.0,0.0,1.0,1.0,1.0
NOX4,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NPAP1,5,2,0.4,0.6,0.2,0.4,0.0,0.0
NPAS2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NPAS4,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NPAT,5,3,0.6,1.4,0.6,0.4,0.4,0.0
NPC1,47,18,0.3829787234042553,0.7872340425531915,0.2553191489361702,0.2978723404255319,0.10638297872340426,0.1276595744680851
NPC1L1,1,1,1.0,2.0,1.0,1.0,0.0,0.0
NPC2,3,0,0.0,0.0,0.0,0.0,0.0,0.0
NPEPL1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NPFFR1,1,1,1.0,4.0,1.0,1.0,1.0,1.0
NPHP1,2,1,0.5,1.5,0.5,0.5,0.5,0.0
NPHP3,3,3,1.0,2.3333333333333335,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
NPHP4,6,3,0.5,1.1666666666666667,0.16666666666666666,0.5,0.5,0.0
NPHS1,26,12,0.46153846153846156,0.8076923076923077,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.2692307692307692
NPHS2,7,3,0.42857142857142855,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285
NPIPA1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NPM3,2,2,1.0,3.0,1.0,1.0,1.0,0.0
NPPB,2,0,0.0,0.0,0.0,0.0,0.0,0.0
NPPC,1,1,1.0,3.0,1.0,1.0,1.0,0.0
NPR1,1,1,1.0,2.0,0.0,1.0,1.0,0.0
NPR2,8,3,0.375,0.875,0.375,0.25,0.125,0.125
NPR3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NPS,1,1,1.0,3.0,1.0,1.0,1.0,0.0
NPSR1,3,2,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333
NPVF,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NPY,1,1,1.0,2.0,1.0,0.0,1.0,0.0
NQO1,2,2,1.0,2.0,0.5,0.0,1.0,0.5
NR0B1,7,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
NR0B2,4,2,0.5,1.25,0.5,0.25,0.25,0.25
NR2F1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
NR2F2,1,1,1.0,3.0,1.0,1.0,0.0,1.0
NR3C1,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
NR5A1,6,1,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
NRAP,5,5,1.0,1.8,0.6,0.4,0.8,0.0
NRAS,7,4,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.0,0.0
NRDE2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NRG3,2,1,0.5,1.0,0.5,0.0,0.5,0.0
NRIP1,1,1,1.0,3.0,1.0,1.0,1.0,0.0
NRK,3,3,1.0,1.0,1.0,0.0,0.0,0.0
NRL,1,1,1.0,4.0,1.0,1.0,1.0,1.0
NSD1,6,1,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0
NSD3,1,1,1.0,1.0,1.0,0.0,0.0,0.0
NSL1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
NSMCE1,1,1,1.0,1.0,1.0,0.0,0.0,0.0
NSMCE3,1,1,1.0,2.0,0.0,1.0,0.0,1.0
